sentence1	sentence2	label	genre
uh they do what they think is either best for the you know the the uh economy or whatever 's best for the people that are the lobbyists that are paying you know part of their way	They act in the economy or their lobbyists ' best interests .	entailment	telephone
In my opinion the whole thing is a mare 's nest of Bauerstein 's !	I do n't have an opinion on the matter .	contradiction	fiction
'Then what are you saying , Mr . Franklin ? '	Mr. Franklin is saying something .	entailment	fiction
you mean gas yeah and now i do n't know about down there but up here they got the pumps you just put your because i always put my gas on a credit card and i pay it at the end of the month	I always pay for gas using my credit card .	entailment	telephone
Some of the ranchers cleared out when the Apaches started raidin ' and they 're not comin ' back .	When the Apaches started raiding , a lot of the ranchers left for good .	entailment	fiction
GAO will do work without a written request only if the work involves limited technical assistance that can be completed within 5 staff days , such as providing briefings on prior work or readily available information .	GAO feels that this is the solution that 's most considerate to staff .	neutral	government
The President 's proposal includes a set of human capital and management flexibilities for the new department .	The president proposed to set human capital and management flexibilities for the new department	entailment	government
Jim Kempner also claimed a misunderstanding , saying that his price , curiously enough , was really the same as Pace 's -- $ 18,000 .	Kempner said he charged as much as Pace .	entailment	slate
'Go on . Shoo . '	Leave , go on .	entailment	fiction
There the Ark rested until it was placed in the Temple , built in approximately 960 b.c . on Mt .	The Temple was built for the sole purpose of holding the Ark .	neutral	travel
provided an opportunity for the public to comment .	The public was provided a time in which to speak .	entailment	government
guys that are playing for long time uh they 're playing Duke uh this weekend uh the average age on Duke 's team is nineteen years old	The average age on Duke 's team is 19 years old , most of them are hispanic .	neutral	telephone
so and he 's in school and everything else i have some friends who work up there	He 's in school , and I know a few people up that way .	neutral	telephone
Instead of paying $ 100 for seed that should last 10 years , you pay $ 10 for new seed each year , which insures you against the possibility of a disastrous and expensive crop loss .	The $ 10 seed is genetically modified .	neutral	slate
I know he was with you and I know she was with him .	I know you were together .	entailment	fiction
To take in the sight of the great shrine against the glorious setting sun , spend the night at one of Miyajima 's many Japanese-style hotels and inns , preferably a family-run ryokan or pension .After dinner , don your cotton yukata robe and pad out the short distance back to the Itsukushima Shrine .	Should you wish to visit the shrine , just grab a bus directly there and do n't stay the night .	contradiction	travel
The modern 120-passenger cars make the journey in around eight minutes .	The 120 passenger cars go in excess of 200 kph .	neutral	travel
Usually , IDA account holders must undergo economic literacy training as a condition of participation .	IDA account holders must never undergo economic literacy training .	contradiction	government
Even at the smallest of firms , the median hourly rate starts at roughly $ 130 an hour and passes $ 180 , according to a 2002 survey by Altman Weil , a legal consulting company .	The rate per hour was below minimum wage .	contradiction	government
right uh-huh that 's true yeah that 's true they did did n't they i know it 's it 's interesting i still would n't want to take them on though i still would n't want to take them i still think we need to be very careful but i believe that their economic or an economic threat more than anything at this point because they want control over the i know they want control over the European economic community and that you know that 's why i see them diversifying their their power and their control that they have	Thankfully they have been remaining in low-wage labor positions and still do n't have much influence over us .	contradiction	telephone
Nine decades later , today 's cascade of visitors is surrounded by the fastest growing , most rapidly changing metropolis the American West has ever known .	The metropolis is one of the most fast-growing areas in the American West .	entailment	travel
Maintenance excludes activities aimed at expanding the capacity of an asset or otherwise upgrading it to serve needs different from , or significantly greater than , those originally intended .	Maintenance can not accept increases of more than 2 % .	neutral	government
Auditors should , however , follow the report distribution standard .	The only standard for auditors to use is the report distribution standard .	neutral	government
Her outstretched hand pointed over Tuppence 's head .	She pointed over Tuppence 's head .	entailment	fiction
If they had left it alone , it is possible the crime might never have been brought home to them .	They would never have known about the crime if they had given up .	neutral	fiction
if you know what i mean yeah	You do n't know what I mean , do you ?	contradiction	telephone
Efforts at making this direct linkage were often very limited .	Efforts to make this connected were very expansive .	contradiction	government
Ca'daan remembered Adrin 's battle with the large man , Barik , at the gambling den .	Adrin had killed Barik .	neutral	fiction
Something fast and sharp flew past the Kal 's body and buried itself in the ground .	The sword flew through the air and landed in the Kal 's body .	contradiction	fiction
How long could it take ?	How fast could it take ?	contradiction	slate
It 's sad to see a great institution reduced to a tattered geriatric remnant of its former self .	It 's too bad this institution has fallen to such disgrace .	entailment	slate
Beach bars and most watersports schools rent out sailboats .	Watersports schools teach boating and jet skiing .	neutral	travel
No doubt , to Kuttner , that account is just as stupid as the one he mocks .	Only the account he mocks is stupid .	contradiction	slate
my uh my brother went out and bought a mower used you know he was looking for a lawn mower and he he just had bought a house he lived in an apartment before	I have a brother that is the owner of a used lawn mower .	entailment	telephone
`` It remains that they were attacked while wearing the uniform ! `` Bayliss ' glare now included the full company before him .	Bayliss stared off in the distance as he discusses matters with his company .	contradiction	fiction
We formed a focus group within GAO that was composed of program and financial analysts familiar with each federal agency .	The GAO has several other focus groups within it ,	neutral	government
The competition from Chinese and South-East Asian producers remains strong .	Chinese producers face stiff competition from South-East Asian producers .	entailment	government
No effort is made to fill in the blanks .	They tried really hard to fill in the blanks .	contradiction	slate
however certain uh very liberal minded groups who do not um subscribe to the same ethical system that you and i do such as the uh civil liberties unions and so forth	All liberal minded people subscribe to the same beliefs and ethical systems .	contradiction	telephone
It operates several times a day during the summer .	It operates on a daily basis in Summer .	entailment	travel
In 1884 , a Victorian electorate shrugged off Grover Cleveland 's confessed paternity of an out-of-wedlock son .	Grover Cleveland was known to never have any children .	contradiction	slate
Local A variety of local and Spanish foodstuffs can be transported home with a minimum of fuss and bother , including almonds , olives , olive oil , sausage , cheese , and dried figs .	Bringing home food as souvenirs from your vacation can be a source of headache .	contradiction	travel
Well , it does n't matter to me .	Well , I do n't mind it .	entailment	fiction
France 's office de tourisme in your own country and branches in larger towns through ? ­out France can help you with information , brochures , lists of hotels and bed and breakfasts , names of English-speaking guides , and so forth .	The French tourism offices are not worth visiting , as they do n't contain any useful information .	contradiction	travel
oh we 're really excited about it	We have been waiting for it for weeks .	neutral	telephone
These can include testing for	These may offer testing for .	entailment	government
The Dodecanese islands take their name from the Greek phrase dodeka nisi , meaning twelve islands , although the group incorporates far more than one dozen in its number .	The Dodecanese Islands have more than twelve islands , despite their name 's meaning .	entailment	travel
Pulitzer Prizes , for example , go to books and newspapers but not to magazines .	Pulitzer Prizes are only awarded to magazines .	contradiction	slate
I have done what you asked .	I have accomplished every task you gave me perfectly .	neutral	fiction
Pay us for that with your service , and that new life will be truly precious .	Life will not be better if they provide their service to them .	contradiction	fiction
Did campaigns orchestrate such donations ?	Were such donations put on by campaigns ?	entailment	slate
What is not apparent is that I have a bladder problem and a catheter .	My bladder problem has been quite problem .	neutral	slate
The decision-making process for establishing business cases recently evolved to include competitive needs .	By including competitive needs in business cases , the results of the decision-making process improved dramatically .	neutral	government
Prior to committing to production , the program demonstrated that the product could be efficiently	The program proved the product 's efficiency prior to committing to production .	entailment	government
you know someone who who really has no remorse you know that that just does these things uh i do n't know without feeling guilty about it at all you know and the and their we in fact we have an example going on right now with this uh school teacher involved some teenagers	No one suffers remorse .	contradiction	telephone
And yet , these sad-faced , cigar-munching Amos and Andy figures -- which seem to date from the time when white actors yielded to black in those roles -- have a racially ambiguous pathos .	Amos and Andy figured are known for this nazi worthsip .	neutral	slate
The stars move with the sky over the world as a unity . '' Dave grunted at his own stupidity .	The sky is moved by the stars .	entailment	fiction
um no no you can talk about anything you want these these things are just suggestions	I am making suggestions , you can speak of anything you 'd like .	entailment	telephone
Ninety steps will lead you down to the depths of the Tomb of Amenophis II ( 35 ) ; it is the deepest in the valley .	You will need to walk down several hundred steps to get in to Amenophis II 's tomb .	contradiction	travel
Do n't build on it too much , Miss Tuppence .	Do n't get your hopes up , Miss Tuppence .	entailment	fiction
The security managers said that it was important to relate security concerns to the specific risks faced by users in individual business groups and ensure that security was an everyday consideration .	The security manager was a good adviser .	neutral	government
The stout-limbed can follow his example , and start by climbing the 300-odd stairs to the platform just below the steeple for a fine view over the city .	The stairs are in poor condition , so no one is allowed to climb them .	contradiction	travel
Did you mean to warn me against Mrs. Vandemeyer ?	Why did n't you warn me against Mrs. Vandemeyer ?	contradiction	fiction
Not surprisingly for a volcanic island , the sand here is black , and even this stretch is sometimes washed away .	The sand here is black , which is to be expected on a volcanic island .	entailment	travel
There 's also a 60-seat space-flight simulator .	Although there is a 60 seat capacity , the weight limit is 6,000 pounds .	neutral	travel
uh i like the Phillies and the Dodgers	Like the football crowds .	contradiction	telephone
The game 's current stars declared Woods the best player in the world and possibly in history .	Woods is not well regarded in the game , being too immature and impulsive of a player .	contradiction	slate
Changes in the market value of existing tangible and financial assets , such as land and stocks , reflect expectations about the productive potential of the underlying capital , but fluctuations in asset values may not represent real , permanent changes in the nation 's productive capacity .	Asset prices can be used to measure changes in the productive capacity of a nation .	contradiction	government
well i 'm not sure that we 're going to be able to uh solve much of the problem	I do n't think we can solve much of the problem by throwing money at it .	neutral	telephone
all right then i 'm through you too bye-bye	All right then I 'm through for now	neutral	telephone
i do n't know i think they 'll go i think they 'll they 're good but they 're not great but i think they 'll	I think they 'll go ; they 're good , but not great .	entailment	telephone
Another bandwidth initiative , Broadcast PC , will exploit the unused bandwidth in broadcast television signals to beam content .	Unused bandwidth will be used to beam content .	entailment	slate
i started watching it and to this day i still watch it i just kind of got caught in that and then after i moved out of the dorm	I watch it less frequently since moving out .	neutral	telephone
Once the kukai was buried there , the great and the humble alike were quick to see the merit of a final resting place near the great teacher .	Kukai was buried in a big gold temple .	neutral	travel
He reigned from 37 to 4 b.c . , during which time he fortified the Hasmonean wall and rebuilt the defense towers beside Jaffa Gate , the foundation of which still stand .	The foundation of Jaffa Gate can no longer be seen .	contradiction	travel
and some well it 's like the the Dale Hansen on channel eight little is a sometimes a little too cutesy but i wonder if we 're coming up on ten minutes have you talked have you been on the conversation when they beeped you at ten minutes	Channel 8 is great .	contradiction	telephone
LABS METHOD METHOD TOTAL5	No methods in the labs	contradiction	government
But in the case of baseball , the addition of a global -- or at least national -- perspective should be seen as a virtue .	A relatively large perspective in baseball will unite many people together .	neutral	slate
Archaeologists also discovered a number of simple tombs where the artisans buried their dead .	The artists did no deserve the massive tombs .	neutral	travel
AcroseHigh Street you will find the old Royal Exchange , built in the 1750s , which was taken over by the town council for Edinburgh 's CityChambers in 1811 .	The new Royal Exchange is modeled after the ancient building built in the 1750s .	neutral	travel
Some of the eminent citizens buried here are George Buchanan , tutor to Mary Queen of Scots ; James Craig , architect of Edinburgh 's New Town ; and Joseph Black , physicist and chemist .	James Craig is not buried here .	contradiction	travel
Between the two shops they would have enough to spike the whole river in a week .	It would take them several months to spike the river .	contradiction	fiction
and then just sort of told well you 're here now you 're part of our country and you be this way uh i i think it 's a sad state of affairs but	They are told you can not leave this country now .	neutral	telephone
The real concern is that because Microsoft 's victory in an earlier derby happens to have given it control over a particularly strategic part of the industry -- because it supplies operating systems -- it is in a position to squeeze out rival suppliers of other software .	Microsoft folded under the pressure of their competitors .	contradiction	slate
For most quiz participants , the precarious venture that needed saving was either a failing TV show or a foundering political campaign .	For most participants , there was nothing to save .	contradiction	slate
But let 's get Does the diagnosis of sex addiction make sense ?	Sex addiction is a myth that has never shown itself in the human mind .	contradiction	slate
i mean i think i think the only i 've ever seen a sequel was Two Thousand and One	I think the only thing I have ever seen is a sequel .	entailment	telephone
uh yeah so Cornell is about um somewhere uh about two and a half hours south of south and east of us	I know the area where Cornell is , but not precisely .	neutral	telephone
A hitherto unnoticed fossil in an Israeli museum is being heralded as the answer to this evolutionary mystery .	People at the Israeli museum knew that the fossil was valuable but just were n't sure how important the fossil really was .	neutral	slate
and it really did seem to be a worthwhile organization but on the other hand i 'm not sure what the permanent value of it was i do n't know what we got for all the money	The money just disappeared , and we do n't know the results of our donations .	neutral	telephone
It does not arise from an exchange transaction , because SMI does not sacrifice any value to the General Fund in exchange for the payment , and the General Fund does not receive anything of value from SMI .	SMI sacrifices a lot of value .	contradiction	government
yeah well on the other side of the fence	He was watching me from the other side of the fence .	neutral	telephone
but i think it 's like about sixty dollars a week for two children if i 'm not mistaken	For two children I believe it comes to an estimated amount of roughly 60 dollars per week .	entailment	telephone
At present we are all thinking so much , and saying so little . ''	We are not saying much .	entailment	fiction
This last king of France , heir of the progressive Orl ? ? ans branch of the royal family , encouraged the country 's exploitation of the Industrial Revolution and the complementary extension of its overseas empire in Asia and Africa ( Algeria had been occupied just before the 1830 revolution ) .	The first in a long line of kings , he directed the country to look inwards and followed a policy of isolationism .	contradiction	travel
Como itself is a large factory town famous for its centuries-old silk production , but it has a handsome Gothic-Renaissance cathedral crowned by a superb Baroque dome that was added in 1744 by Turin 's great architect , Filippo Juvarra .	There are ten silk-making factories located in Como .	neutral	travel
what do you like to do	What would you like to do , other than skiing ?	neutral	telephone
There is also an international residency program for artists , and visitors may meet the artists in their studios ( depending on their schedules ) .	Artists can participate in an international residency program and talk to visitors in their studios .	entailment	travel
Soon after his arrival in Spain , the young man inherited the title of Holy Roman Emperor , as Charles V. The responsibilities of the crown kept him busy away from the royal residences of Toledo , Segovia , Valladolid , and Madrid .	After arriving Spain , Charles V became the Holy Roman Emperor .	entailment	travel
Besides , by going to-night we have the chance of capturing that great man and super-criminal Mr. Brown ! There was dead silence , and Sir James continued : `` You have been followed here not a doubt of it .	There is not chance of us ever catching Mr. Brown .	contradiction	fiction
They have fewer injuries , because Parcells so emphasizes conditioning .	Parcells emphasizes conditioning which led to few injuries and more wins .	neutral	slate
Maintainability The ease with which maintenance of a functional unit can be performed in accordance with prescribed requirements .	How difficult it is to keep a unit maintained .	entailment	government
late fifties yeah i think i saw that one	In the late seventies I did n't see that one .	contradiction	telephone
if they would ever happen to have a drug problem suppose that they could feel comfortable coming to me and saying i got a problem	If they had a drug problem , I would n't help them .	contradiction	telephone
The Lev Yerushalayim is a modern block with well-equipped and spacious apartments , situated only a short walk from the heart of the New City .	The Lev Yerushalayim is modern and spacious .	entailment	travel
yeah it 's definitely up to the person uh so i 'd have to say that uh it you know the people who do it well some feel it 's rewarding i do n't know you know but uh i do n't know how we got the subject you know i have nothing to say about this	It 's up to the person , so I do n't know that I have a comment about it since I am not in the position .	neutral	telephone
Sersa Garm was impressed by the discoveries , and went off to suck his thumbs and brood over the new knowledge , much to Dave 's relief .	Sersa Garm was impressed and surprised .	neutral	fiction
One of the most famous of all photographs is Robert Capa 's 1936 Moment of Death , taken during the Spanish Civil War .	Robert Capa never witnessed any of the Spanish Civil War .	contradiction	slate
Pitfalls Not collecting the right amount of data	By not collecting the right amount of data , there will be pitfalls .	entailment	government
uh they beat Arkansas yeah	Yeah they beat Arkansas	entailment	telephone
People who have forgotten the values upon which this nation was built , the values we need to be worthy .	People have embraced the founding values .	contradiction	fiction
A metallic clang exploded in the air- the sound of snapping metal .	Someone 's sword had broken .	neutral	fiction
Here you can experience an earthquake , touch an iceberg , and listen to the sound of a rain forest all in one place .	You can listen to the sound of a rain forest , experience an eartquake and touch an iceberg , all in one place -- here .	entailment	travel
Like like many ABA sites , it takes a while to download , and it requires a few clicks to actually find a lawyer , but once you plow your way through a few screens , you find that the ABA has placed an asterisk next to associations that have earned the ABA 's	Many ABA sites take a while to download .	entailment	government
Meanwhile , the Arkansas Democrat-Gazette retracted its much-ballyhooed report that Starr had held mock trials in which the Clintons were acquitted .	The newspaper said Starr practiced with mock trials and still could n't acquit the Clintons .	neutral	slate
The auditor should also verify that the agency has defined its needs and requirements to support its mission , and that those requirements continue to be valid as the acquisition progresses through contract award and contract management .	The agency defining it 's needs should never be verified by the auditor .	contradiction	government
Then it hit , squarely on top of him .	He was untouched .	contradiction	fiction
The allocations of these three types of allowances , and the determination of the data used in making the allocations , will not be subject to judicial review .	Judicial review will be done on the allocations of these three types of allowances .	contradiction	government
The Community Foundation program is primarily for well- established nonprofits that may need assistance to take the organization to another level of performance , said foundation executive director Gid Smith .	The Community Foundation is for nonprofits that need help improving the organization 's performance .	entailment	government
The President 's approach builds on the Acid Rain Program , which provides a wonderful model for future programs .	A wonderful model for future programs will be provided by the President 's approach , that builds on the Acid Rain Program .	entailment	government
You 're quite right .	You could be right .	neutral	fiction
and i think it 's the younger it 's the younger uh kids that it reaches more and so if they want to start this type of thing it should be integrated maybe from a young age and and	This should be taken to kindergartens .	neutral	telephone
They will copy your favorite brand of western perfume , or will suggest a blend to suit your skin type and you can purchase an ornate glass perfume bottle to put it i n .	While they make excellent perfume , you can only get it in plastic bottles .	contradiction	travel
Their usual tactic is to pepper the debate with references to sexual vices such as adultery and bestiality .	Their common tactic is bringing up sexual vices within the debate .	entailment	slate
I have n't seen him either , replied Tuppence impatiently .	Tuppence was n't patient when he replied .	entailment	fiction
If not , stadium seating will always be accessible to the average fan .	Stadium seating will never be accessible for the average fan .	contradiction	slate
Newsweek 's cover story on fat argues that being fit is more important than being thin .	Newsweek 's cover story on fat concentrated on the dangers of fast food .	contradiction	slate
A regional Special Educational Advisory Project ( involving four programs ) to do outreach and advocacy for children , and a regional Team Child Project on joint advocacy between legal services programs and public defender offices for youth entering the juvenile justice system have also been established .	The Special Educational Advisory Project is one of several groups that advocate for children .	neutral	government
For most people to compete they need to come together and to raise funds , agree upon a platform , choose candidates , and so on .	It is very complicated to finish the steps to compete .	neutral	slate
they had quite a good time	The time spent there was very pleasant .	entailment	telephone
In the arena 's basin , they have left a ruined maze of cells and corridors that funnelled men and beasts to the slaughter .	Men and animals lived in peace in the arena , nobody was killed .	contradiction	travel
To make matters worse , I have never had a girlfriend .	I 've been in several successful relationships with girls .	contradiction	slate
In winter , the gaur , the world 's largest wild ox , almost 2 m ( 6 ft ) high at the shoulder , comes out of its hideaway in the Siwalik Hills on the park 's southern edge in search of young grass .	In winter , the gaur comes out of its hideaway in the Siwalik Hills to hunt its prey of small rabits .	contradiction	travel
The notice of proposed rulemaking was published in the Federal Register on January 8 , 1996 .	The proposed rulemaking notice comes in February .	contradiction	government
That 's it , sir , right enough .	That 's right , sir , you are correct .	neutral	fiction
He concluded that a brief intervention might have a short-lived effect that degrades over time .	A really good intervention might involve locking the subject in a small room for several years .	neutral	government
Ca'daan looked up and saw a large camp .	The camp was n't in Ca'daan 's line of sight .	contradiction	fiction
There were no special efforts made by the Commission to involve small entities in the rulemaking process .	Smaller entities , such as community mental health centers , were not involved in the rulemaking process as the Commission wrote the Medicaid regulations to describe state rules for the next two years .	neutral	government
Then , a few days ago , another girl gave birth in the bathroom at her high-school prom and dumped the baby in the trash , where it would later be found dead .	Thankfully , this particular girl kept the baby she had just given birth to at her high-school prom .	contradiction	slate
If that should happen or if our enemies use this , we could be trapped .	The enemies are useless either way , whether they know of this or not .	contradiction	fiction
Not with the menu , but with the magnificent display sprawled across a long table as you seafood antipasti , stuffed eggplant and zucchini , grilled peppers in red , yellow , and green , and whatever bounty this morning 's market yielded .	The restaurant only serves pizza .	contradiction	travel
If she had any of her other previous abilities , she never spoke of it and they saw no signs .	She showed no signs of the powers she once had .	entailment	fiction
The court-mandated session is for people who have filed for divorce and opted not to hire a lawyer .	The session helps people who want to file for divorce without a lawyer .	entailment	government
um-hum i 've i 've heard a lot of wonderful things about the Mac except it does have a limitation as far as the screen goes	I know that the Mac have had plenty of great reviews , but I also acknowledge its shortcomings .	entailment	telephone
it does n't bother me i do n't feel like it 's really a violation of privacy or anything	I do not find anything intrusive about it .	entailment	telephone
It provides a uniquely gorgeous setting if not slightly surreal for the summertime festivals of classical drama , music , and film .	It is an unfortunately unattractive location for the numerous summertime festivals that it plays host to .	contradiction	travel
oh yeah well you have to see them more than that i i i still catch things in Airplane that i did n't catch	To catch , or not to catch , that is the question .	neutral	telephone
Although Kyoto is internationally renowned as the country 's de facto cultural capital , nearby Nara was the first important home of the imperial court and still boasts many of Japan 's most important temples and shrines .	Kyoto has an art festival every year where artists display their work on the street .	neutral	travel
show them Independence Hall the Liberty Bell and uh Franklin uh	I would not recommend taking them to see the Liberty Bell .	contradiction	telephone
There are Roman ruins and feudal fortresses to explore , but you will also want to do some serious lounging under shady trees and in sidewalk cafe .	Exploring the ruins and fortresses is a taxing task .	neutral	travel
Several of the security managers expressed an interest in developing better measurement capabilities so that they could more precisely measure the ultimate benefits and drawbacks of security-related policies and controls -- that is , the positive and negative affects of information security on business operations .	Some security managers were interested in better measurement capabilities .	entailment	government
The blades swam together .	The three blades were swimming through the pond .	neutral	fiction
they 've uh they 've got Derek Harper that 's a real good point guard him and Rolando Blackman	Derek Harper and Rolando Blackman are good point guards .	entailment	telephone
Even though you ca n't get close to the sign ( it has a security system surrounding it ) , it 's still a powerful and beloved symbol , reminding visitors of Los Angeles 's status as the center of the fast and glamorous world of movie making .	The sign is viewed by everyone only as a symbol of the LA movie industry .	neutral	travel
The tip of the dagger came in and it was n't going to stop .	The dagger stabbed someone .	entailment	fiction
MODIFICATION ADJUSTMENT TRANSFER - A non-expenditure transfer from a financing account to the Treasury , or vice versa , to offset the difference between the cost of modification of direct loans ( or loan guarantees ) and the change in the book value of direct loans ( or loan guarantee liabilities ) .	The Treasury makes many modification adjustment transfers a year .	neutral	government
associate director of the Human Services Research Area at Westat Inc .	The Westat director was up for termination .	neutral	slate
But when th ' Rangers was round here in '62 Johnny he had a big row an ' run off to join 'em .	Johnny decided not to join the rangers after a calm discussion .	contradiction	fiction
really now i 've seen you know some different clips of it um and it it looks good it 's just i have n't had the time to go to the movies lately	I have plenty of time to waste	contradiction	telephone
Hopefully along the way you find something you enjoy .	I 'm hoping that this proves to be a bad experience for you .	contradiction	government
i do n't think so no i think it 's supposed to be natural	I disagree because I think it should be natural .	entailment	telephone
13 Food Safety and Fundamental Changes Needed to Ensure Safe Food , October 10 , 2001 ( GAO-02-47T ) .	13 , October 10 , 2001 lists the Food Safety and Fundamental Changes Needed to Ensure Safe Food .	entailment	government
Time 's cover story explains how popular serotonin-boosting drugs ( such as diet pills Redux and fen-phen ) work , and how they can be health risks ( high serotonin levels damage heart valves ) .	Serotonin-boosting drugs are healthy .	contradiction	slate
He retreated with Sibley 's force back east and fought through the rest of the war on the Southern side .	The war was not fought on the Southern side .	contradiction	fiction
yes my uh grandmother uh made us a couple of quilts for the baby and i was like oh i do n't want to mess those up	My grandmother made a couple quilts for the baby and I did n't want to mess them up .	entailment	telephone
but it wears off and the way it wears off is he goes through all these spastic you know uh it starts off with like a tic and then it gets to where he ca n't you know control his movements at all	It ends with him having a tic only .	contradiction	telephone
The Commentariat Would Like a Nonsmoking Table , Most polls agree that a quarter of the American adult population smokes regularly .	A lot of people think that Americans smoke .	entailment	slate
Sacred to Hindus , it is a destination of devout pilgrimage on festive days for the sight of the imposing stalagmite called Shiva 's lingam ; this phallic symbol stands for the god 's fertility , power , and creativity .	Many thousands of people travel to see Shiva 's lingam every year on festive days .	neutral	travel
yeah um-hum at uh Camp Warnicke	Yes , at Camp Warnicke .	entailment	telephone
you know it 's it 's women 's rights and the and and that sort of movement and so it 's uh quite the opposite so elections start getting very uh the elections where they have that topic seem to be a little bit better attended than some of the other ones	All the topics are attended the same amount .	contradiction	telephone
In 538 b.c . , power fell into the hands of Polycrates , a ruthless but brilliant leader .	Polycrates was a brilliant leader , albeit a ruthless one .	entailment	travel
Studying existing IT capabilities helps define the structure and responsibilities of the new CIO organization .	CIO organizations should study existing IT capabilities to help define the structure and responsibility .	entailment	government
Later he wrote an essay titled Consolatio , which probably dealt with this subject and which I have not read .	I have read Consolatio more that four times .	contradiction	slate
Also , a story asserts that the San Francisco 49ers ' Steve Young is the best quarterback ever , statistically speaking .	This story asserts that all other quarterbacks are better than Steve Young .	contradiction	slate
With more than 765,000 career employees and 127,000 other workers , the Postal Service is the nation 's largest civilian employer .	The Postal Service is the nation 's third largest employer	contradiction	slate
uh are selling two and three hundred thousand dollar houses up there and buying a hundred and fifty hundred and seventy five thousand dollar houses down here and they 've wind up getting better houses here than they had there	they regret selling their expensive houses because the cheaper houses here are worse	contradiction	telephone
Presumably , then , between 4.30 and 5 o'clock , something has occurred to occasion a complete revolution of feeling , since she is now as anxious to destroy the will , as she was before to make it .	Well after midnight , something changed her mind about the will .	contradiction	fiction
For further discussion about accommodating consumer behavior in modeling fiscal policy , see N. Gregory Mankiw , The Saver-Spender Theory of Fiscal Policy , NBER Working Paper 7571 ( February 2000 ) .	For further discussion talk to Gregory .	neutral	government
Traditional Malay Sports	Malay sports have been the same for hundreds of years .	neutral	travel
That 's the only time when the money you pay for a stock goes right to the company , rather than to another trader .	There are no instances where a company will directly receive money when their stock is bought .	contradiction	slate
attractive , alert , upbeat , says Safire ; Darling ...	Beautiful , vibrant , and alert , says Safire .	entailment	slate
i mean i i work for TI so i do n't do drugs you know	Even though I work for TI , I do drugs .	contradiction	telephone
And the cabinet-level policy review is ongoing .	The policy review is a normal part of operations .	neutral	government
These techniques , of course , have parallels in other research traditions .	There are a variety of research styles , but they all have many things in common .	neutral	government
The Parish Church of Kendal , built on land bequeathed to the church in Norman times , has the second widest nave in England .	After being granted land , the church built the Parish Church of Kendal with the second widest nave in England .	entailment	travel
uh well i would n't say that i i think	Well , I would n't say that .	entailment	telephone
uh but i 'm at the point right now where i have some concern my mother has history of heart problems for herself and her family my father had phlebitis and um i 'm i 'm realizing that i need to do something uh or you know i 'm going to suffer for it if i do n't especially where i 'm i 'm about thirty pounds overweight and so i 've started an exercise program i 'm i 'm sometimes i 'm a lot more diligent than others but uh i work a fellow i work with is a weight lifter and he 's he 's uh he 's competed and he 's uh helped me develop a pretty simple program that involves some weights and and and some aerobics and really with the design not towards being a body builder not towards being you know Mister America but but purely uh uh geared towards being being healthy	I have lost several pounds since I started working with a weightlifter .	neutral	telephone
Smith 's press secretary , Ken Wolfe , boasts that by offering that bill , We have called their bluff .	Ken Wolfe never boasts about the bill .	contradiction	slate
Will the Germans still be willing to give up their beloved deutsche mark in favor of a currency partly managed by France ?	The question is not if Germans will give up the hated deutsche mark , but when will they give it up .	contradiction	slate
All eyes turned to him .	He did not attract attention .	contradiction	fiction
Still , you 'd have a problem if two tracks met , as they do .	It is inevitable that the two tracks met .	neutral	fiction
Then , for some reason -- we will probably never know precisely why -- the era of trilobites , triceratops , and other multicellular creatures commenced .	For obvious reasons , we know exactly why the era of triceratops , trilobites , and other creatures commenced .	contradiction	slate
Try to get him to see a mental health professional , using the argument that his behavior goes way beyond not being in a celebratory mood .	He does n't need to change his behavior .	contradiction	slate
While Byzantine land was being divided , there was no one in control of the seas , so pirates raided towns on many of the islands .	Without control of the Byzantines over the Aegean sea , the Aegean Islands were susceptible to pirates .	entailment	travel
the dominant provider .	The dominant provider of the household .	neutral	government
yes nice to have spoken with you too bye-b ye	I enjoyed speaking to you today .	entailment	telephone
Its profusion of lapis lazuli is actually a thin shell fused to plaster stucco .	The is less lapis lazuli than there appears .	entailment	travel
i just have a hard time finding any spare time lately	I have been busy with work recently .	neutral	telephone
yeah it begins to make you wonder why we did n't go ahead and go on in and	it would definitely have been a better idea to go ahead , but we thought it would n't work	neutral	telephone
The nature and scope of the cultural transformation that needs to take place in many agencies across the federal government will take years to accomplish-easily outrunning the tenures of most political appointees .	The nature and scope of the cultural transformation that is required will take ten years .	neutral	government
McCann 's performance is said to be almost unbearable .	McCann performance has worsened since last year .	neutral	slate
According to Hersh , who was leaked information that had been kept secret since Pollard 's arrest , Pollard not only compromised America 's Middle East operations , he also gave away tons of American classified data about the Soviet Union .	Pollard turned out to be a spy and Hersh claims he gave information even to the Soviet Union .	neutral	slate
that 's a bit much is n't it	I wish it was not so much .	neutral	telephone
yeah i do n't i do n't have too much of a green thumb either so	My plants are all dead .	neutral	telephone
leave them yes	Yes , leave them as they are .	entailment	telephone
The interim rule has an effective date of April 1 , 1997 , which is less than the 60-day delay in a major rule 's effective date required by the Small Business Regulatory Enforcement Fairness Act of 1996 ( SBREFA ) .	The rule would become active in April .	entailment	government
and it really did seem to be a worthwhile organization but on the other hand i 'm not sure what the permanent value of it was i do n't know what we got for all the money	On one hand , it seemed to be a worthwhile organization , but on the other hand , I 'm not sure what the permanent value of it was , i do n't know what we got for all the money .	entailment	telephone
Then you must know where you found it ?	So you 're saying you , in fact , did not find it ?	contradiction	fiction
